,ndc,rxcui,ingredient_rxcui
0,0,,
1,1000301,,
2,1000401,,
3,1000701,,
4,2034602,834116,
5,2035302,827750,
6,2035333,827750,
7,2036302,849692,
8,2036303,849692,
9,2036333,849692,
10,2036343,849692,
11,2036346,849692,
12,2060440,212797,3007
13,2064002,201625,9624
14,2101102,997296,2670
15,2103202,312363,8134
16,2103702,198089,8134
17,2106402,864720,6813
18,2143301,1551300,1551291
19,2143380,1551300,1551291
20,2143401,1551306,1551291
21,2143480,1551306,1551291
22,2143601,2058877,2058846
23,2143611,2058877,2058846
24,2143801,312644,8727
25,2144509,1745108,1745099
26,2144511,1745108,1745099
27,2144527,1745108,1745099
28,2197590,1599948,10379
29,2210322,214106,
30,2237237,209264,
31,2237701,2058887,2058846
32,2237711,2058887,2058846
33,2254902,247062,
34,2255002,197994,
35,2255102,895237,
36,2300475,598032,
37,2311509,2170613,2058846
38,2312542,201848,11124
39,2312642,201849,11124
40,2317030,284243,
41,2322045,647442,
42,2322730,352317,38400
43,2322830,352319,38400
44,2322930,352320,38400
45,2323030,725080,4493
46,2323030,725080,61381
47,2323101,725064,4493
48,2323101,725064,61381
49,2323130,725064,4493
50,2323130,725064,61381
51,2323133,725064,4493
52,2323133,725064,61381
53,2323201,725076,4493
54,2323201,725076,61381
55,2323230,725076,4493
56,2323230,725076,61381
57,2323233,725076,4493
58,2323233,725076,61381
59,2323301,725072,4493
60,2323301,725072,61381
61,2323330,725072,4493
62,2323330,725072,61381
63,2323333,725072,4493
64,2323333,725072,61381
65,2323401,725068,4493
66,2323401,725068,61381
67,2323430,725068,4493
68,2323430,725068,61381
69,2323433,725068,4493
70,2323433,725068,61381
71,2323560,596928,72625
72,2323701,615186,72625
73,2323704,615186,72625
74,2323730,615186,72625
75,2323733,615186,72625
76,2323734,615186,72625
77,2323830,352318,38400
78,2323930,352321,38400
79,2324001,596932,72625
80,2324030,596932,72625
81,2324033,596932,72625
82,2324090,596932,72625
83,2325030,617947,38400
84,2325130,617945,38400
85,2327001,615186,72625
86,2327004,615186,72625
87,2327030,615186,72625
88,2327033,615186,72625
89,2400602,261282,
90,2400630,261282,
91,2411201,212405,61381
92,2411204,212405,61381
93,2411230,212405,61381
94,2411233,212405,61381
95,2411260,212405,61381
96,2411501,153046,61381
97,2411504,153046,61381
98,2411530,153046,61381
99,2411533,153046,61381
100,2411560,153046,61381
101,2411601,153047,61381
102,2411604,153047,61381
103,2411630,153047,61381
104,2411633,153047,61381
105,2411660,153047,61381
106,2411701,153048,61381
107,2411704,153048,61381
108,2411730,153048,61381
109,2411733,153048,61381
110,2411760,153048,61381
111,2416502,1490067,72143
112,2416507,1490067,72143
113,2416530,1490067,72143
114,2416534,213171,
115,2416579,213171,
116,2418230,2047247,2047232
117,2418402,1490067,72143
118,2418430,1490067,72143
119,2441501,261337,61381
120,2441504,261337,61381
121,2441530,261337,61381
122,2441533,261337,61381
123,2441560,261337,61381
124,2442001,284514,61381
125,2442004,284514,61381
126,2442030,284514,61381
127,2442033,284514,61381
128,2442060,284514,61381
129,2445301,754506,61381
130,2445385,754506,61381
131,2445401,754503,61381
132,2445485,754503,61381
133,2445501,754504,61381
134,2445585,754504,61381
135,2445601,754505,61381
136,2445685,754505,61381
137,2446210,404711,358263
138,2446230,404711,358263
139,2446234,404711,358263
140,2446279,404711,358263
141,2446330,402096,358263
142,2446430,402097,358263
143,2446534,762660,358263
144,2446579,762660,358263
145,2448354,1946836,1946825
146,2475901,855816,613391
147,2475930,855816,613391
148,2475977,855816,613391
149,2476030,855820,613391
150,2476076,855820,613391
151,2477090,861646,861634
152,2477190,861650,861634
153,2477290,861654,861634
154,2481554,1946840,1946825
155,2505868,544185,
156,2510516,209262,
157,2512101,855820,613391
158,2512130,855820,613391
159,2512152,855820,613391
160,2512301,855816,613391
161,2512330,855816,613391
162,2512377,855816,613391
163,2533754,1946844,1946825
164,2614511,2180671,4832
165,2614527,2180671,4832
166,2621654,1946848,1946825
167,2719001,1872479,1855735
168,2721701,830698,
169,2723125,206415,
170,2732110,208815,
171,2733511,207834,61148
172,2733516,207834,61148
173,2735501,208812,
174,2750101,1719013,12574
175,2750201,1719015,12574
176,2751001,865098,86009
177,2751017,865098,86009
178,2751101,752388,314684
179,2751101,752388,86009
180,2751201,731281,314684
181,2751201,731281,86009
182,2751501,,
183,2751559,847209,
184,2751601,1652646,86009
185,2751659,1652646,86009
186,2759701,545353,61381
187,2762301,1728075,68446
188,2763511,1718936,61381
189,2763611,1718932,61381
190,2763711,1718928,61381
191,2764001,1728079,68446
192,2766901,1657777,1535922
193,2767801,1657781,1535922
194,2771201,1652242,86009
195,2771227,1652242,86009
196,2771401,1926332,86009
197,2771459,1926332,86009
198,2771501,1736863,274783
199,2771559,1736863,274783
200,2771601,1723750,1723738
201,2772409,1745114,1745099
202,2772411,1745114,1745099
203,2772427,1745114,1745099
204,2800901,310497,4832
205,2803001,310497,4832
206,2803101,310497,4832
207,2808501,310497,4832
208,2814701,729234,61148
209,2814801,582971,61148
210,2814901,582976,61148
211,2821001,351858,
212,2821501,311036,253182
213,2821517,311036,253182
214,2821591,311036,253182
215,2821759,311036,253182
216,2823901,310497,4832
217,2831001,261111,
218,2831501,311026,1605101
219,2831517,311026,1605101
220,2831591,311026,1605101
221,2831759,847279,
222,2840001,1435117,32915
223,2850101,351859,253182
224,2861501,314045,
225,2871501,106892,253182
226,2871501,106892,1605101
227,2871517,106892,253182
228,2871517,106892,1605101
229,2871591,106892,253182
230,2871591,106892,1605101
231,2871759,847343,
232,2872501,847209,
233,2872559,847209,
234,2873001,847199,1605101
235,2873059,847199,1605101
236,2877001,847189,253182
237,2877001,847189,1605101
238,2877059,847189,253182
239,2877059,847189,1605101
240,2879301,847213,314684
241,2879301,847213,86009
242,2879359,847213,314684
243,2879359,847213,86009
244,2879459,847254,314684
245,2879459,847254,86009
246,2879701,847254,314684
247,2879701,847254,86009
248,2879759,847254,314684
249,2879759,847254,86009
250,2879801,847213,314684
251,2879801,847213,86009
252,2879859,847213,314684
253,2879859,847213,86009
254,2879901,1652640,86009
255,2879959,1652640,86009
256,2880301,847189,253182
257,2880301,847189,1605101
258,2880359,847189,253182
259,2880359,847189,1605101
260,2880501,847199,1605101
261,2880559,847199,1605101
262,2882401,1731317,253182
263,2882427,1731317,253182
264,2892601,1855744,1855735
265,2896725,1807513,11124
266,2897101,1435117,32915
267,2900525,206415,
268,2951501,108407,
269,2956001,847237,
270,2956101,847235,
271,2956201,847236,
272,2966001,790980,
273,2967301,790979,
274,3010150,94405,
275,3010160,94405,
276,3010955,94406,723
277,3010960,94406,723
278,3010970,94406,723
279,3011550,834082,
280,3011575,834082,
281,3011650,834118,
282,3011675,834118,
283,3012250,205809,
284,3012260,205809,
285,3013450,205813,
286,3013460,205813,
287,3017150,198335,10180
288,3017150,198335,10829
289,3017360,1085742,
290,3020750,201337,7226
291,3021301,1660191,1606218
292,3021501,1660196,1606218
293,3022752,490099,
294,3023250,206961,7226
295,3024815,206548,5084
296,3024820,206548,5084
297,3024830,206548,5084
298,3024915,206550,5084
299,3024920,206550,5084
300,3025150,206813,4083
301,3025510,486774,
302,3028350,208003,1369
303,3028350,208003,7226
304,3029305,2480108,10759
305,3029320,1085756,10759
306,3029328,1085756,10759
307,3031505,2168097,10759
308,3031520,2168083,10759
309,3033050,206620,4083
310,3033850,211053,
311,3034350,206715,4083
312,3037113,1112980,1112973
313,3041120,205787,
314,3041230,205788,
315,3042950,207131,
316,3043730,201891,
317,3045250,201372,
318,3046660,1053716,
319,3046665,1053716,
320,3049420,1085752,10759
321,3049620,1085730,
322,3050162,1085738,10759
323,3050270,1085746,
324,3050620,1085744,
325,3050646,1085744,
326,3050649,1085744,
327,3050820,1085732,
328,3050856,1085732,
329,3052411,643177,475342
330,3052711,643173,475342
331,3052811,643175,475342
332,3053750,198024,7393
333,3054320,210372,
334,3056630,1053768,
335,3056665,1053768,
336,3057931,543549,
337,3058053,544241,
338,3058860,210339,
339,3059320,261177,
340,3061850,991211,
341,3065540,94185,
342,3065560,94185,
343,3068144,834059,
344,3068154,834059,
345,3068244,834100,
346,3068254,834100,
347,3069050,207950,
348,3074950,309112,2231
349,3074960,309112,2231
350,3076340,94186,
351,3076350,94186,
352,3081401,199026,
353,3081405,199026,
354,3081550,208133,
355,3083050,105602,5552
356,3085222,799830,475342
357,3085522,1045408,475342
358,3085722,1045404,475342
359,3087450,309114,2231
360,3087460,309114,2231
361,3089321,1364441,1364430
362,3089331,1364441,1364430
363,3089421,1364447,1364430
364,3089431,1364447,1364430
365,3089470,1364447,1364430
366,3097252,205819,
367,3097261,205819,
368,3120110,313134,10180
369,3120110,313134,10829
370,3142711,1486981,1488564
371,3142811,1486977,1488564
372,3148215,206546,5084
373,3148220,206546,5084
374,3148230,206546,5084
375,3148240,206546,5084
376,3148320,1085748,
377,3149421,206546,5084
378,3149431,206546,5084
379,3161112,578457,306266
380,3161113,578457,306266
381,3161212,578459,306266
382,3161412,607579,306266
383,3173730,94407,
384,3173740,94407,
385,3173745,94407,
386,3173830,94408,
387,3173840,94408,
388,3173845,94408,
389,3196401,152941,59763
390,3196501,152942,59763
391,3196601,152943,59763
392,3196701,152944,59763
393,3196801,153652,59763
394,3218710,616018,614391
395,3218713,616018,614391
396,3218811,1145932,614391
397,3218831,1145932,614391
398,3218851,1799230,614391
399,3220130,309110,2231
400,3220230,309113,2231
401,3220240,309113,2231
402,3223011,1664984,1272
403,3224011,1664988,1272
404,3229111,1726115,1726104
405,3232711,1657013,1094833
406,3232822,1657007,1094833
407,3255010,201828,
408,3256010,201828,
409,3256016,1664984,1272
410,3256020,201828,
411,3257016,1664988,1272
412,3272510,597823,10627
413,3272530,597823,10627
414,3281811,1925257,614391
415,3324908,308037,
416,3362212,664743,343047
417,3362312,402095,
418,3362412,402094,343047
419,3363112,402093,343047
420,3363810,1598989,343047
421,3364111,1601660,343047
422,3364111,1601660,1306284
423,3373413,1991413,1597876
424,3376474,1992428,1364430
425,3377211,1657192,1597876
426,3377412,1657196,1597876
427,3421411,858044,857974
428,3421421,858044,857974
429,3421511,858040,857974
430,3421521,858040,857974
431,3421531,858040,857974
432,3421541,858040,857974
433,3422111,1043582,6809
434,3422111,1043582,857974
435,3422216,1043567,6809
436,3422216,1043567,857974
437,3422311,1043574,6809
438,3422311,1043574,857974
439,3452211,1726119,1726104
440,3504050,197381,1202
441,3504075,197381,1202
442,3515405,904460,42463
443,3517805,904469,42463
444,3517806,904469,42463
445,3517875,904469,42463
446,3519410,904477,42463
447,3519433,904477,42463
448,3519510,904483,42463
449,3519533,904483,42463
450,3524050,197379,1202
451,3585002,831054,3443
452,3633517,213282,5552
453,3633617,213283,5552
454,3633717,213284,5552
455,3870801,199027,
456,4001822,208558,10594
457,4001823,208558,10594
458,4002828,207093,7258
459,4003822,284587,275891
460,4003909,863562,275891
461,4005001,208416,10180
462,4005001,208416,10829
463,4005801,206159,2598
464,4005832,206159,2598
465,4005850,206159,2598
466,4006801,206157,2598
467,4006832,206157,2598
468,4008694,352337,
469,4009801,206160,2598
470,4009832,206160,2598
471,4011701,849580,10180
472,4011701,849580,10829
473,4011704,849580,10180
474,4011704,849580,10829
475,4011714,849580,10180
476,4011714,849580,10829
477,4012101,205489,1808
478,4012501,205488,1808
479,4014301,209006,1894
480,4014323,209006,1894
481,4014401,209007,1894
482,4015201,91976,
483,4015549,206880,6064
484,4015649,206902,6064
485,4016103,207884,
486,4016201,205490,1808
487,4016851,755483,
488,4016949,206883,6064
489,4017202,835915,
490,4018022,858589,7396
491,4018091,858589,7396
492,4018122,858583,7396
493,4018222,858595,
494,4018523,904938,
495,4018682,904934,115264
496,4018683,904934,115264
497,4018809,904954,115264
498,4019109,904954,115264
499,4021457,213070,16818
500,4022101,108473,
501,4023909,152625,
502,4024009,152625,
503,4024126,103909,
504,4024133,103909,
505,4024451,859865,83395
506,4024515,859861,83395
507,4024648,210201,
508,4025001,153595,
509,4025652,226917,37925
510,4025752,226917,37925
511,4025901,616447,68149
512,4025905,616447,68149
513,4025943,616447,68149
514,4026001,616435,68149
515,4026043,616435,68149
516,4026129,616444,68149
517,4026201,208082,
518,4026301,208076,38413
519,4026349,208076,38413
520,4026401,208081,38413
521,4026449,208081,38413
522,4026501,208080,
523,4026549,208080,
524,4027301,861844,
525,4027848,213202,
526,4027922,404530,
527,4028022,404531,
528,4028122,404532,
529,4028222,404533,
530,4028322,404545,
531,4028857,213069,16818
532,4028957,213070,16818
533,4035009,352297,120608
534,4035039,352297,120608
535,4035239,731328,120608
536,4035730,731328,120608
537,4036030,1650896,120608
538,4036530,1650940,120608
539,4038039,404460,139896
540,4038140,404460,139896
541,4050109,213177,
542,4080085,261315,260101
543,4080185,728115,260101
544,4080285,728111,260101
545,4081009,581626,
546,4081095,581626,
547,4082009,1115700,260101
548,4082205,1115700,260101
549,4100328,260375,
550,4103328,849572,
551,4110020,213292,194000
552,4110051,213292,194000
553,4110116,213293,194000
554,4110150,213293,194000
555,4110175,213293,194000
556,4150603,213045,4492
557,4196201,105211,
558,4196202,105211,
559,4196301,105212,
560,4196302,105212,
561,4196401,1665023,
562,4196404,1665023,
563,4196405,105212,
564,4196501,105212,
565,4592001,153655,72937
566,4592101,153656,72937
567,4620001,849438,7258
568,4620201,849400,7258
569,4620301,849438,7258
570,4620314,849438,7258
571,4631001,105899,7258
572,4631101,105914,
573,4631114,105914,
574,4631301,105898,7258
575,4631401,105914,
576,4631601,105899,7258
577,4641501,608793,7258
578,4641601,835560,7258
579,4692206,860098,
580,4692306,860098,
581,4692606,860098,
582,4692709,860098,
583,4694003,205743,4678
584,4911500,261283,1894
585,5010001,1593140,1593128
586,5010005,1593140,1593128
587,5010010,1593140,1593128
588,5010432,795945,
589,5075323,876439,
590,5187547,807277,798306
591,5187547,807277,798304
592,5193831,204527,
593,5197101,901644,798220
594,5197101,901644,798222
595,5197101,901644,798224
596,5197101,901644,798226
597,5197101,901644,798228
598,5197101,901644,798230
599,5197101,901644,798232
600,5197101,901644,901620
601,5197101,901644,901624
602,5197101,901644,901628
603,5197101,901644,901631
604,5197101,901644,901633
605,5197101,901644,901636
606,5197102,901644,798220
607,5197102,901644,798222
608,5197102,901644,798224
609,5197102,901644,798226
610,5197102,901644,798228
611,5197102,901644,798230
612,5197102,901644,798232
613,5197102,901644,901620
614,5197102,901644,901624
615,5197102,901644,901628
616,5197102,901644,901631
617,5197102,901644,901633
618,5197102,901644,901636
619,5197105,901644,798220
620,5197105,901644,798222
621,5197105,901644,798224
622,5197105,901644,798226
623,5197105,901644,798228
624,5197105,901644,798230
625,5197105,901644,798232
626,5197105,901644,901620
627,5197105,901644,901624
628,5197105,901644,901628
629,5197105,901644,901631
630,5197105,901644,901633
631,5197105,901644,901636
632,5249123,897626,11170
633,5250023,210665,20063
634,5306331,197318,435
635,5311618,197633,
636,5311631,197633,
637,5311731,198334,10180
638,5311731,198334,10829
639,5312823,197590,3322
640,5312931,197591,3322
641,5313023,197589,3322
642,5313031,197589,3322
643,5313523,197595,3356
644,5313623,197596,3356
645,5314423,308182,723
646,5314518,308191,723
647,5314531,308191,723
648,5314743,239191,723
649,5318023,884173,2599
650,5318034,884173,2599
651,5318123,884185,2599
652,5318134,884185,2599
653,5318223,884189,2599
654,5321834,197380,1202
655,5321843,197380,1202
656,5321934,197381,1202
657,5321943,197381,1202
658,5322034,197379,1202
659,5322043,197379,1202
660,5323423,854921,19484
661,5323423,854921,5487
662,5323538,854910,19484
663,5323538,854910,5487
664,5328543,197855,6142
665,5328643,197856,6142
666,5330031,198013,7258
667,5330043,198013,7258
668,5330231,198014,7258
669,5330243,198014,7258
670,5333334,833217,3443
671,5333343,833217,3443
672,5333443,831103,3443
673,5333534,831102,3443
674,5333543,831102,3443
675,5333643,831054,3443
676,5334031,308047,596
677,5334043,308047,596
678,5334131,308048,596
679,5334143,308048,596
680,5334231,197321,596
681,5334243,197321,596
682,5334643,197322,596
683,5340723,197456,2239
684,5341423,309114,2231
685,5341732,197507,2541
686,5347327,312593,8629
687,5347443,312594,8629
688,5347543,198141,8629
689,5352023,197940,6826
690,5355043,198238,10237
691,5355134,198239,10237
692,5355143,198239,10237
693,5356223,197943,6845
694,5356231,197943,6845
695,5356323,197944,6845
696,5356331,197944,6845
697,5356434,905225,5470
698,5370823,310429,4603
699,5370923,313988,4603
700,5374323,309952,3521
701,5375234,310798,5487
702,5375334,197770,5487
703,5376123,197817,5781
704,5376223,197818,5781
705,5376818,199026,
706,5376831,199026,
707,5379023,197622,3521
708,5379123,309955,3521
709,5381638,854907,19484
710,5385031,197956,6876
711,5385043,197956,6876
712,5385143,197958,6876
713,5386523,834067,
714,5386623,834108,
715,5389718,213927,25033
716,5389723,213927,25033
717,5389794,213927,25033
718,5389840,581574,25033
719,5389842,581574,25033
720,5389846,581574,25033
721,5389923,105207,
722,5417719,311813,
723,5417758,311813,
724,5417790,1947796,
725,5423720,2004272,
726,5423916,309108,
727,5432960,2004041,
728,5434361,92104,
729,5434462,92104,
730,5436556,1948520,
731,5436760,2004394,
732,5443623,905285,
733,5445174,311721,
734,5446119,705417,
735,5446367,311813,
736,5446443,93253,10763
737,5446443,93253,5487
738,5450723,579782,
739,5452835,706990,
740,5452861,706990,
741,5453638,197863,6313
742,5455019,351808,
743,5456523,206901,6826
744,5460923,198175,8794
745,5475650,2059350,
746,5475664,2059350,
747,5475756,2059576,
748,5475850,311813,
749,5487523,198252,10395
750,5509323,198181,8987
751,5534323,207353,6980
752,5534418,207356,6980
753,5542918,210340,
754,5542965,210340,
755,5550919,1310954,1897
756,5550919,1310954,2418
757,5550924,1310954,1897
758,5550924,1310954,2418
759,5550925,1310954,1897
760,5550925,1310954,2418
761,5551020,790271,1897
762,5555619,1947939,
763,5556023,602714,
764,5556710,705265,
765,5556719,705265,
766,5556819,1442443,1897
767,5556819,1442443,2418
768,5558611,699889,
769,5921823,905343,3154
770,5927029,905349,3154
771,5937523,105225,
772,6000510,1547575,1547099
773,6000530,1547575,1547099
774,6001468,858806,3827
775,6001954,206764,29046
776,6001958,206764,29046
777,6001972,206764,29046
778,6001982,206764,29046
779,6001987,206764,29046
780,6001994,206764,29046
781,6003121,904433,46041
782,6003144,904433,46041
783,6003220,261314,6069
784,6003310,1547110,1547099
785,6003330,1547110,1547099
786,6004168,105392,3264
787,6004268,207938,
788,6004368,207839,8308
789,6004768,905170,
790,6004968,106042,
791,6005068,206963,
792,6005268,1298876,
793,6006312,795716,3264
794,6006368,343040,3264
795,6006568,1251905,62349
796,6007131,213178,25025
797,6007154,213178,25025
798,6007201,201961,25025
799,6007228,201961,25025
800,6007231,201961,25025
801,6007258,201961,25025
802,6007282,201961,25025
803,6007721,904399,
804,6007744,904399,
805,6007861,1243848,593411
806,6007861,1243848,6809
807,6007862,1243848,593411
808,6007862,1243848,6809
809,6007882,1243848,593411
810,6007882,1243848,6809
811,6008061,1243843,593411
812,6008061,1243843,6809
813,6008062,1243843,593411
814,6008062,1243843,6809
815,6008082,1243843,593411
816,6008082,1243843,6809
817,6008131,1243833,593411
818,6008131,1243833,6809
819,6008154,1243833,593411
820,6008154,1243833,6809
821,6008182,1243833,593411
822,6008182,1243833,6809
823,6009068,201276,
824,6009750,205712,3264
825,6010628,206765,29046
826,6010631,206765,29046
827,6010654,206765,29046
828,6010658,206765,29046
829,6010672,206765,29046
830,6010682,206765,29046
831,6010687,206765,29046
832,6010694,206765,29046
833,6011201,665044,593411
834,6011228,665044,593411
835,6011231,665044,593411
836,6011254,665044,593411
837,6011701,153892,88249
838,6011728,153892,88249
839,6011731,153892,88249
840,6011754,153892,88249
841,6011780,153892,88249
842,6013910,212403,
843,6014031,207963,
844,6014058,207963,
845,6014231,207965,29046
846,6014231,207965,5487
847,6014258,207965,29046
848,6014258,207965,5487
849,6014531,207961,
850,6014558,207961,
851,6015030,206969,5781
852,6017368,858827,
853,6020728,206766,29046
854,6020731,206766,29046
855,6020754,206766,29046
856,6020758,206766,29046
857,6020782,206766,29046
858,6020787,206766,29046
859,6021231,904407,
860,6022101,665040,593411
861,6022128,665040,593411
862,6022131,665040,593411
863,6022154,665040,593411
864,6022761,744846,719872
865,6023758,206770,
866,6026601,213321,88014
867,6026606,213321,88014
868,6026609,213321,88014
869,6026612,213321,88014
870,6026618,213321,88014
871,6026706,213322,88014
872,6026709,213322,88014
873,6026712,213322,88014
874,6026718,213322,88014
875,6027044,904465,2418
876,6027044,904465,46041
877,6027501,153893,88249
878,6027528,153893,88249
879,6027531,153893,88249
880,6027554,153893,88249
881,6027582,153893,88249
882,6027701,665036,593411
883,6027702,665036,593411
884,6027728,665036,593411
885,6027731,665036,593411
886,6027733,665036,593411
887,6027754,665036,593411
888,6027782,665036,593411
889,6032510,1547114,1547099
890,6032530,1547114,1547099
891,6033510,1547118,1547099
892,6033530,1547118,1547099
893,6035101,1537045,1537034
894,6035131,1537045,1537034
895,6035154,1537045,1537034
896,6046068,857344,19257
897,6046102,404465,358255
898,6046105,404465,358255
899,6046106,404465,358255
900,6046130,404465,358255
901,6046201,404466,358255
902,6046205,404466,358255
903,6046206,404466,358255
904,6046230,404466,358255
905,6046401,644278,358255
906,6046405,644278,358255
907,6046410,644278,358255
908,6047361,1235595,719872
909,6047761,1235591,719872
910,6053531,1312422,
911,6053554,1312422,
912,6054328,213319,36567
913,6054331,213319,36567
914,6054354,213319,36567
915,6054382,213319,36567
916,6056840,668606,194337
917,6057143,153127,114289
918,6057318,153128,114289
919,6057340,153128,114289
920,6057354,153128,114289
921,6057362,153128,114289
922,6057465,261128,
923,6057552,861821,593411
924,6057552,861821,6809
925,6057561,861821,593411
926,6057561,861821,6809
927,6057562,861821,593411
928,6057562,861821,6809
929,6057582,861821,593411
930,6057582,861821,6809
931,6057752,861771,593411
932,6057752,861771,6809
933,6057761,861771,593411
934,6057761,861771,6809
935,6057762,861771,593411
936,6057762,861771,6809
937,6057782,861771,593411
938,6057782,861771,6809
939,6060268,207369,7975
940,6061968,105395,
941,6066168,208720,10798
942,6069068,201388,266604
943,6069331,891867,5781
944,6069361,891867,5781
945,6069761,105824,
946,6070520,209288,
947,6070528,209288,
948,6070568,209288,
949,6071021,904495,2418
950,6071021,904495,46041
951,6071044,904495,2418
952,6071044,904495,46041
953,6071101,261367,88249
954,6071128,261367,88249
955,6071131,261367,88249
956,6071154,261367,88249
957,6071228,858815,3827
958,6071268,858815,3827
959,6071368,858819,3827
960,6071428,858812,3827
961,6071468,858812,3827
962,6071701,979470,52175
963,6071701,979470,5487
964,6071728,979470,52175
965,6071728,979470,5487
966,6071731,979470,52175
967,6071731,979470,5487
968,6071754,979470,52175
969,6071754,979470,5487
970,6071758,979470,52175
971,6071758,979470,5487
972,6071782,979470,52175
973,6071782,979470,5487
974,6071786,979470,52175
975,6071786,979470,5487
976,6072068,858830,3827
977,6072068,858830,5487
978,6072628,208220,36567
979,6072631,208220,36567
980,6072654,208220,36567
981,6072661,208220,36567
982,6072682,208220,36567
983,6073161,206257,6472
984,6073194,206257,6472
985,6073261,206258,6472
986,6073528,104490,36567
987,6073531,104490,36567
988,6073554,104490,36567
989,6073561,104490,36567
990,6073582,104490,36567
991,6073587,104490,36567
992,6074028,104491,36567
993,6074031,104491,36567
994,6074054,104491,36567
995,6074061,104491,36567
996,6074082,104491,36567
997,6074087,104491,36567
998,6074528,979466,52175
999,6074528,979466,5487
1000,6074531,979466,52175
1001,6074531,979466,5487
1002,6074554,979466,52175
1003,6074554,979466,5487
1004,6074582,979466,52175
1005,6074582,979466,5487
1006,6074586,979466,52175
1007,6074586,979466,5487
1008,6074728,979473,52175
1009,6074728,979473,5487
1010,6074731,979473,52175
1011,6074731,979473,5487
1012,6074754,979473,52175
1013,6074754,979473,5487
1014,6074758,979473,52175
1015,6074758,979473,5487
1016,6074781,979473,52175
1017,6074781,979473,5487
1018,6074782,979473,52175
1019,6074782,979473,5487
1020,6074928,152923,36567
1021,6074931,152923,36567
1022,6074954,152923,36567
1023,6074961,152923,36567
1024,6074982,152923,36567
1025,6075331,1189818,
1026,6075354,1189818,
1027,6075731,1189814,
1028,6075754,1189814,
1029,6077331,1189827,
1030,6077354,1189827,
1031,6090736,208311,
1032,6092531,904427,46041
1033,6092558,904427,46041
1034,6093128,828350,
1035,6093168,828350,
1036,6093601,904421,46041
1037,6093628,904421,46041
1038,6093631,904421,46041
1039,6093658,904421,46041
1040,6093682,904421,46041
1041,6094268,105944,
1042,6095101,979487,52175
1043,6095128,979487,52175
1044,6095154,979487,52175
1045,6095158,979487,52175
1046,6095182,979487,52175
1047,6095187,979487,52175
1048,6095201,108725,
1049,6095228,979494,52175
1050,6095231,979494,52175
1051,6095254,979494,52175
1052,6095258,979494,52175
1053,6095282,979494,52175
1054,6095287,979494,52175
1055,6096001,261209,
1056,6096028,979482,52175
1057,6096031,979482,52175
1058,6096054,979482,52175
1059,6096058,979482,52175
1060,6096082,979482,52175
1061,6096086,979482,52175
1062,6096328,104094,4278
1063,6096331,104094,4278
1064,6096358,104094,4278
1065,6096428,104095,4278
1066,6096431,104095,4278
1067,6096458,104095,4278
1068,6096494,104095,4278
1069,6171131,261367,88249
1070,6171154,261367,88249
1071,6302500,1855057,1855048
1072,6302501,1855057,1855048
1073,6302601,1657751,1547545
1074,6302602,1657751,1547545
1075,6302902,1657749,1547545
1076,6306100,1731082,1731071
1077,6306603,1729311,358255
1078,6306901,2055766,2055755
1079,6307401,1734642,1734628
1080,6307401,1734642,1734630
1081,6307402,1734642,1734628
1082,6307402,1734642,1734630
1083,6307502,1988671,1988648
1084,6307504,1988671,1988648
1085,6307602,1988675,1988648
1086,6307604,1988675,1988648
1087,6308001,1924315,719872
1088,6323966,213439,2396
1089,6327538,885207,1424
1090,6328974,866142,
1091,6333160,208314,
1092,6336603,670640,
1093,6336703,670646,
1094,6336710,670646,
1095,6336712,670646,
1096,6337666,206971,5781
1097,6338060,754512,27291
1098,6351458,1726207,2540
1099,6351458,1726207,5690
1100,6351659,1726216,2540
1101,6351659,1726216,5690
1102,6351775,1726216,2540
1103,6351775,1726216,5690
1104,6351903,151100,60207
1105,6351910,151100,60207
1106,6351935,151100,60207
1107,6351936,151100,60207
1108,6353892,206873,4278
1109,6355158,1726207,2540
1110,6355158,1726207,5690
1111,6355259,1726216,2540
1112,6355259,1726216,5690
1113,6355348,213413,
1114,6355703,861420,10600
1115,6355735,861420,10600
1116,6355803,861422,10600
1117,6355832,861422,10600
1118,6355835,861422,10600
1119,6358275,1726216,2540
1120,6358275,1726216,5690
1121,6360360,1486841,719872
1122,6360361,1486841,719872
1123,6362803,213280,
1124,6362810,213280,
1125,6362835,213280,
1126,6362836,213280,
1127,6362960,1922784,10600
1128,6362960,1922784,60207
1129,6362962,1922784,10600
1130,6362962,1922784,60207
1131,6366659,1726216,2540
1132,6366659,1726216,5690
1133,6380001,828536,88014
1134,6380006,828536,88014
1135,6380009,828536,88014
1136,6380012,828536,88014
1137,6380018,828536,88014
1138,6380101,828537,88014
1139,6380106,828537,88014
1140,6380109,828537,88014
1141,6380112,828537,88014
1142,6380118,828537,88014
1143,6382210,828757,140108
1144,6382310,828541,140108
1145,6383334,904450,
1146,6384130,404406,88249
1147,6384345,352068,
1148,6384371,1734686,325642
1149,6384501,1734686,325642
1150,6384571,1734686,325642
1151,6386203,754509,358255
1152,6388432,1731080,
1153,6391568,724606,2019
1154,6391568,724606,6375
1155,6391668,724598,2019
1156,6391668,724598,6375
1157,6391768,724602,2019
1158,6391768,724602,6375
1159,6391868,792381,2019
1160,6391868,792381,6375
1161,6391968,834341,2019
1162,6391968,834341,6375
1163,6393130,1244616,1244607
1164,6393154,1244616,1244607
1165,6394132,1731082,1731071
1166,6404500,798274,
1167,6404501,798274,
