,ndc,rxcui,ingredient_rxcui
9758,115358503,310410,4511
9759,115368501,197783,5492
9760,115390001,197943,6845
9761,115391101,308989,2019
9762,115391101,308989,6375
9763,115391102,308989,2019
9764,115391102,308989,6375
9765,115392201,308988,2019
9766,115392201,308988,6375
9767,115398401,197976,6904
9768,115421101,993466,6963
9769,115422201,993470,6963
9770,115423301,993462,6963
9771,115428001,198142,8638
9772,115430601,992447,8745
9773,115431201,,
9774,115441101,856656,3105
9775,115442201,856660,3105
9776,115443301,856652,3105
9777,115461101,597850,596724
9778,115482403,313396,10572
9779,115521116,1048445,2685
9780,115521218,1048450,2685
9781,115521229,1048450,2685
9782,115521302,1048450,2685
9783,115531101,198000,1369
9784,115531101,198000,7226
9785,115532201,198001,1369
9786,115532201,198001,7226
9787,115544513,993536,42347
9788,115551110,351133,8703
9789,115552202,349287,8703
9790,115552210,349287,8703
9791,115591101,1001004,8328
9792,115592201,1000913,8328
9793,115681102,993541,42347
9794,115681108,993541,42347
9795,115681110,993541,42347
9796,115691101,1099563,40254
9797,115691102,1099563,40254
9798,115692201,1099569,40254
9799,115692202,1099569,40254
9800,115700605,197925,6758
9801,115701009,1116758,2393
9802,115701101,645018,
9803,115701701,197985,6980
9804,115701806,197984,6980
9805,115701813,197984,6980
9806,115702301,809301,
9807,115702401,809288,
9808,115702601,1049621,7804
9809,115702901,308228,743
9810,115702901,308228,6406
9811,115702901,308228,8031
9812,115702902,308228,743
9813,115702902,308228,6406
9814,115702902,308228,8031
9815,115703301,313979,4452
9816,115703302,313979,4452
9817,115703501,809277,
9818,115703505,809277,
9819,115703601,809256,
9820,115703701,541524,6904
9821,115704001,809297,
9822,115704101,809238,
9823,115704301,809341,
9824,115704401,312301,8013
9825,115705401,314108,6980
9826,115705501,809337,
9827,115705601,1117531,2393
9828,115705606,1117531,2393
9829,115821101,863669,77492
9830,115821103,863669,77492
9831,115951101,857336,19257
9832,115952201,857321,19257
9833,115953301,857328,19257
9834,115954401,857340,19257
9835,115981101,197604,3407
9836,115981103,197604,3407
9837,115982201,197606,3407
9838,115982203,197606,3407
9839,115991113,310459,4719
9840,115991801,899511,352372
9841,115991901,899439,352372
9842,115992001,899461,352372
9843,115992101,899485,352372
9844,115992201,899495,352372
9845,115992710,884535,3288
9846,115992810,884520,3288
9847,115992910,884532,3288
9848,115993078,349590,237159
9849,115993178,311286,237159
9850,115993278,242754,237159
9851,115993301,858751,62427
9852,115993401,858733,62427
9853,115993508,858372,6980
9854,115993608,858062,6980
9855,115993908,198430,28439
9856,115994008,252478,28439
9857,115994108,103968,28439
9858,115994208,252479,28439
9859,116106104,834162,2358
9860,116200104,834127,2358
9861,116200115,834127,2358
9862,116200116,834127,2358
9863,118996600,,
9864,121024716,755222,
9865,121034201,669381,
9866,121041904,310604,5032
9867,121042205,995868,5032
9868,121042205,995868,2670
9869,121043130,253017,6581
9870,121046515,312515,8591
9871,121046516,312515,8591
9872,121046530,312515,8591
9873,121046615,314182,8591
9874,121046616,314182,8591
9875,121048900,1049906,3498
9876,121048905,1049906,3498
9877,121048910,1049906,3498
9878,121048920,1049906,3498
9879,121050400,993755,161
9880,121050400,993755,2670
9881,121050404,993755,161
9882,121050404,993755,2670
9883,121050405,993755,161
9884,121050405,993755,2670
9885,121050410,993755,161
9886,121050410,993755,2670
9887,121050412,993755,161
9888,121050412,993755,2670
9889,121050415,993755,161
9890,121050415,993755,2670
9891,121050416,993755,161
9892,121050416,993755,2670
9893,121053005,310323,24947
9894,121053105,702519,8134
9895,121053107,702519,8134
9896,121053116,702519,8134
9897,121053205,755618,38574
9898,121053216,755618,38574
9899,121054416,1248119,82003
9900,121054705,991486,2670
9901,121054705,991486,8745
9902,121057610,104884,6915
9903,121057616,104884,6915
9904,121057708,391937,6218
9905,121057715,391937,6218
9906,121057716,391937,6218
9907,121057730,391937,6218
9908,121057732,391937,6218
9909,121058104,141935,5093
9910,121058105,141935,5093
9911,121059500,543014,21183
9912,121059500,543014,56466
9913,121059515,543014,21183
9914,121059515,543014,56466
9915,121059516,543014,21183
9916,121059516,543014,56466
9917,121059530,543014,21183
9918,121059530,543014,56466
9919,121060905,856915,
9920,121060916,856915,
9921,121063800,996520,5032
9922,121063800,996520,3289
9923,121063804,996520,5032
9924,121063804,996520,3289
9925,121063805,996520,5032
9926,121063805,996520,3289
9927,121063810,996520,5032
9928,121063810,996520,3289
9929,121063816,996520,5032
9930,121063816,996520,3289
9931,121064610,849385,620
9932,121064616,849385,620
9933,121064908,212787,2541
9934,121064916,212787,2541
9935,121065304,861848,4496
9936,121065402,859835,4496
9937,121065416,859835,4496
9938,121065504,857099,161
9939,121065504,857099,5489
9940,121065516,857099,161
9941,121065516,857099,5489
9942,121065700,307675,161
9943,121065705,307675,161
9944,121065816,905273,10811
9945,121067016,251322,4135
9946,121067105,863599,32675
9947,121067116,863599,32675
9948,121067516,1099687,40254
9949,121067616,309318,21183
9950,121067616,309318,54993
9951,121067716,309317,21183
9952,121067716,309317,54993
9953,121067716,309317,56466
9954,121067812,312036,7531
9955,121067816,312036,7531
9956,121068304,995868,5032
9957,121068304,995868,2670
9958,121068316,995868,5032
9959,121068316,995868,2670
9960,121068416,860246,
9961,121068705,283077,8638
9962,121068708,283077,8638
9963,121068716,283077,8638
9964,121070116,546805,
9965,121072104,310386,4493
9966,121072208,883726,36387
9967,121072716,705610,9143
9968,121074316,1245391,82003
9969,121074404,310604,5032
9970,121074710,313123,10156
9971,121074740,313123,10156
9972,121075908,283077,8638
9973,121076616,308891,1897
9974,121076916,856915,
9975,121077001,311376,6470
9976,121077204,856940,161
9977,121077204,856940,5489
9978,121077216,856940,161
9979,121077216,856940,5489
9980,121077308,794979,8638
9981,121077504,995868,5032
9982,121077504,995868,2670
9983,121077508,995868,5032
9984,121077508,995868,2670
9985,121077516,995868,5032
9986,121077516,995868,2670
9987,121077708,702306,8638
9988,121077916,309317,21183
9989,121077916,309317,54993
9990,121077916,309317,56466
9991,121079916,403884,114477
9992,121081002,312055,7597
9993,121081016,312055,7597
9994,121082016,313306,10438
9995,121082501,892625,7052
9996,121082504,892625,7052
9997,121082601,1049615,7804
9998,121085340,313134,10180
9999,121085340,313134,10829
10000,121085416,208406,10180
10001,121085416,208406,10829
10002,121089020,313571,11124
10003,121097800,1049906,3498
10004,121100800,993755,161
10005,121100800,993755,2670
10006,121115430,391937,6218
10007,121119000,543014,21183
10008,121119000,543014,56466
10009,121127600,996520,5032
10010,121127600,996520,3289
10011,121135000,1099687,40254
10012,121135010,1099687,40254
10013,121146515,312515,8591
10014,121146530,312515,8591
10015,121154440,856940,161
10016,121154440,856940,5489
10017,121157610,104884,6915
10018,121168016,312515,8591
10019,121168305,995868,5032
10020,121168305,995868,2670
10021,121177500,995868,5032
10022,121177500,995868,2670
10023,121177505,995868,5032
10024,121177505,995868,2670
10025,121177510,995868,5032
10026,121177510,995868,2670
10027,121231640,856940,161
10028,121231640,856940,5489
10029,121457715,391937,6218
10030,121457730,391937,6218
10031,121457735,391937,6218
10032,121457740,391937,6218
10033,121465505,857099,161
10034,121465505,857099,5489
10035,121465510,857099,161
10036,121465510,857099,5489
10037,121465515,857099,161
10038,121465515,857099,5489
10039,121467500,1099687,40254
10040,121467505,1099687,40254
10041,121467510,1099687,40254
10042,121467540,1099687,40254
10043,121467555,1099687,40254
10044,121472105,310386,4493
10045,121472710,705610,9143
10046,121475210,705610,9143
10047,121476605,308891,1897
10048,121477107,856944,161
10049,121477107,856944,5489
10050,121477115,856944,161
10051,121477115,856944,5489
10052,121477205,856940,161
10053,121477205,856940,5489
10054,121477210,856940,161
10055,121477210,856940,5489
10056,121477215,856940,161
10057,121477215,856940,5489
10058,121477405,197803,5640
10059,121477600,860225,6703
10060,121477610,860225,6703
10061,121477620,860225,6703
10062,121477635,860225,6703
10063,121477640,860225,6703
10064,121478005,1014673,20610
10065,121478505,312055,7597
10066,121478535,312055,7597
10067,121478810,866021,3013
10068,121479320,313134,10180
10069,121479320,313134,10829
10070,121479415,313306,10438
10071,121479905,403884,114477
10072,121479940,403884,114477
10073,121480020,245346,612
10074,121480020,245346,6581
10075,121480205,403884,114477
10076,121481000,312055,7597
10077,121481005,312055,7597
10078,121481040,312055,7597
10079,121481105,992668,5489
10080,121481105,992668,27084
10081,121481140,992668,5489
10082,121481140,992668,27084
10083,121482225,995241,5553
10084,121483940,1049604,7804
10085,126000262,211804,
10086,126000621,540142,
10087,126000721,540142,
10088,126001421,211269,
10089,126001661,630194,9873
10090,126002292,999717,34316
10091,126002292,999717,9873
10092,126003316,211275,9873
10093,126003516,834137,2358
10094,126007061,999717,34316
10095,126007061,999717,9873
10096,126007292,630194,9873
10097,126007492,630194,9873
10098,126007534,630194,9873
10099,126007592,630194,9873
10100,126007634,630194,9873
10101,126007692,630194,9873
10102,126008008,213499,5499
10103,126008802,630194,9873
10104,126008902,630194,9873
10105,126012946,831877,9873
10106,126013066,1101881,9873
10107,126013166,1101881,9873
10108,126013516,1233862,9873
10109,126013916,1233862,9873
10110,126014321,540142,
10111,126014416,795470,
10112,126016593,750088,10030
10113,126017916,211275,9873
10114,126017999,211275,9873
10115,126018621,211271,
10116,126019293,750088,10030
10117,126019393,750088,10030
10118,126019654,1101885,
10119,126027116,834137,2358
10120,126028666,630194,9873
10121,126028702,262066,
10122,126028733,630194,9873
10123,126028766,630194,9873
10124,126028802,630194,9873
10125,126028866,630194,9873
10126,126028902,630194,9873
10127,126028992,630194,9873
10128,126029002,630194,9873
10129,126045246,,
10130,126231002,750100,10030
10131,126231068,750100,10030
10132,126231268,750100,10030
10133,126234293,750088,10030
10134,126235093,750088,10030
10135,131181067,809984,623400
10136,131205537,542585,
10137,131210437,857360,
10138,131220937,603235,
10139,131247735,810002,623400
10140,131247760,810002,623400
10141,131247835,809990,623400
10142,131247860,809990,623400
10143,131247935,809994,623400
10144,131247960,809994,623400
10145,131248035,809998,623400
10146,131248060,809998,623400
10147,131326532,808751,39786
10148,131326546,808751,39786
10149,131326632,808753,39786
10150,131326646,808753,39786
10151,131326732,808744,39786
10152,131326746,808744,39786
10153,131326832,808748,39786
10154,131326846,808748,39786
10155,131421337,213935,
10156,131433037,667353,
10157,131433043,309606,4511
10158,131433043,309606,11248
10159,131433043,309606,105669
10160,131433086,667353,
10161,131503864,996590,
10162,131512964,860023,
10163,131512970,860023,
10164,131513464,860260,
10165,131513470,860260,
10166,131541070,995156,623400
10167,131541071,995156,623400
10168,132007912,104155,4910
10169,132007924,104155,4910
10170,132008112,1191341,4910
10171,132011946,283100,236719
10172,132011946,283100,235496
10173,132018582,596936,4910
10174,132019012,1190433,4910
10175,132020110,730955,236719
10176,132020110,730955,235496
10177,132020140,283100,236719
10178,132020140,283100,235496
10179,132020142,283100,236719
10180,132020142,283100,235496
10181,132020145,283100,236719
10182,132020145,283100,235496
10183,132020220,283100,236719
10184,132020220,283100,235496
10185,132030140,205121,6972
10186,132065501,1088243,6581
10187,132070336,308749,1596
10188,132070402,308753,1596
10189,135001427,212086,1191
10190,135001430,212086,1191
10191,135007027,210117,1897
10192,135007127,210117,1897
10193,135007425,1044532,1897
10194,135008969,1868847,6873
10195,135009070,1868847,6873
10196,135009159,827654,47686
10197,135009163,827654,47686
10198,135009441,1251365,29155
10199,135009441,1251365,612
10200,135009626,1086458,29170
10201,135009626,1086458,612
10202,135009826,212978,29155
10203,135009826,212978,612
10204,135010842,995149,
10205,135010936,996245,
10206,135011701,1189781,1191
10207,135011702,1189781,1191
10208,135011788,1189781,1191
10209,135011883,1044524,1897
10210,135014501,351429,7407
10211,135014502,351429,7407
10212,135014601,351427,7407
10213,135014701,351433,7407
10214,135015707,209326,7407
10215,135015709,209326,7407
10216,135015710,209326,7407
10217,135015803,105071,7407
10218,135015807,105071,7407
10219,135015809,105071,7407
10220,135015810,105071,7407
10221,135017007,209326,7407
10222,135017009,209326,7407
10223,135017010,209326,7407
10224,135017107,105071,7407
10225,135017109,105071,7407
10226,135017110,105071,7407
10227,135017802,1044532,1897
10228,135019401,351429,7407
10229,135019402,351429,7407
10230,135019403,351429,7407
10231,135019405,351429,7407
10232,135019502,351427,7407
10233,135019503,351427,7407
10234,135019505,351427,7407
10235,135019602,351433,7407
10236,135019605,351433,7407
10237,135019707,209326,7407
10238,135019807,105071,7407
10239,135019902,352178,6873
10240,135020001,855205,594680
10241,135020003,855205,594680
10242,135020005,855205,594680
10243,135020801,404421,
10244,135020803,404421,
10245,135020807,404421,
10246,135020901,404422,
10247,135022502,209326,7407
10248,135022602,105071,7407
10249,135022904,209326,7407
10250,135023004,105071,7407
10251,135023005,105071,7407
10252,135024101,209326,7407
10253,135024102,209326,7407
10254,135024108,209326,7407
10255,135024202,105071,7407
10256,135024205,105071,7407
10257,135024206,105071,7407
10258,135024208,105071,7407
10259,135031551,211343,59839
10260,135031552,211343,59839
10261,135045201,404421,
10262,135045202,404421,
10263,135045302,404422,
10264,135045303,404422,
10265,135046102,723846,37925
10266,135046105,723846,37925
10267,135046601,209326,7407
10268,135046602,209326,7407
10269,135046702,105071,7407
10270,135047402,209326,7407
10271,135047405,209326,7407
10272,135047408,209326,7407
10273,135047501,105071,7407
10274,135047502,105071,7407
10275,135047508,105071,7407
10276,135050802,968849,7407
10277,135050803,968849,7407
10278,135050902,968851,7407
10279,135050904,968851,7407
10280,135051001,968849,7407
10281,135051006,968849,7407
10282,135051007,968849,7407
10283,135051101,968851,7407
10284,135051105,968851,7407
10285,135051106,968851,7407
10286,135051107,968851,7407
10287,135051201,968849,7407
10288,135051205,968849,7407
10289,135051301,968851,7407
10290,135051403,968849,7407
10291,135051503,968851,7407
10292,135053202,209326,7407
10293,135057602,1797933,41126
10294,135057603,1797933,41126
10295,135057604,1797933,41126
10296,135057614,1797933,41126
10297,135057615,1797933,41126
10298,135057616,1797933,41126
10299,135058201,1797933,41126
10300,135058202,1797933,41126
10301,135061201,1044524,1897
10302,135061502,1869712,41126
10303,135061503,1869712,41126
10304,140000101,905520,
10305,140000201,905373,
10306,140000401,104699,3322
10307,140000414,104699,3322
10308,140000432,104699,3322
10309,140000501,104700,3322
10310,140000514,104700,3322
10311,140000535,104700,3322
10312,140000601,104701,3322
10313,140000614,104701,3322
10314,140000635,104701,3322
10315,140000701,889616,21232
10316,140000701,889616,2356
10317,143102001,313794,689
10318,143102010,313794,689
10319,143102501,308119,689
10320,143102510,308119,689
10321,143111501,240093,161
10322,143111501,240093,19860
10323,143111501,240093,1886
10324,143111505,240093,161
10325,143111505,240093,19860
10326,143111505,240093,1886
10327,143114001,1046815,1223
10328,143114001,1046815,153970
10329,143114001,1046815,9601
10330,143114001,1046815,8134
10331,143114010,1046815,1223
10332,143114010,1046815,153970
10333,143114010,1046815,9601
10334,143114010,1046815,8134
10335,143114051,1046815,1223
10336,143114051,1046815,153970
10337,143114051,1046815,9601
10338,143114051,1046815,8134
10339,143117101,308963,1998
10340,143117110,308963,1998
10341,143117201,317173,1998
10342,143117210,317173,1998
10343,143117301,308964,1998
10344,143117310,308964,1998
10345,143117325,308964,1998
10346,143117401,308962,1998
10347,143117601,197446,2101
10348,143117605,197446,2101
10349,143117610,197446,2101
10350,143119550,1117531,2393
10351,143120101,197541,2683
10352,143120110,197541,2683
10353,143120125,197541,2683
10354,143120201,828248,2878
10355,143120901,197475,2396
10356,143121001,197476,2396
10357,143122701,991086,3361
10358,143122710,991086,3361
10359,143124001,197604,3407
10360,143124010,197604,3407
10361,143124051,197604,3407
10362,143124101,197606,3407
10363,143124110,197606,3407
10364,143124151,197606,3407
10365,143124801,310410,4511
10366,143124809,310410,4511
10367,143124810,310410,4511
10368,143124825,310410,4511
10369,143125001,197738,1546438
10370,143125101,197739,1546438
10371,143125401,197783,5492
10372,143125601,310798,5487
10373,143125610,310798,5487
10374,143125651,310798,5487
10375,143125701,197770,5487
10376,143125710,197770,5487
10377,143125751,197770,5487
10378,143126001,311166,6038
10379,143126010,311166,6038
10380,143126101,197832,6038
10381,143126110,197832,6038
10382,143126201,197885,5487
10383,143126201,197885,29046
10384,143126210,197885,5487
10385,143126210,197885,29046
10386,143126301,197886,5487
10387,143126301,197886,29046
10388,143126310,197886,5487
10389,143126310,197886,29046
10390,143126401,197887,5487
10391,143126401,197887,29046
10392,143126410,197887,5487
10393,143126410,197887,29046
10394,143126501,311353,29046
10395,143126509,311353,29046
10396,143126510,311353,29046
10397,143126601,311354,29046
10398,143126610,311354,29046
10399,143126630,311354,29046
10400,143126645,311354,29046
10401,143126701,314076,29046
10402,143126709,314076,29046
10403,143126710,314076,29046
10404,143126718,314076,29046
10405,143126730,314076,29046
10406,143126745,314076,29046
10407,143126801,314077,29046
10408,143126809,314077,29046
10409,143126810,314077,29046
10410,143126818,314077,29046
10411,143126830,314077,29046
10412,143126845,314077,29046
10413,143127001,197884,29046
10414,143127009,197884,29046
10415,143127010,197884,29046
10416,143127018,197884,29046
10417,143127030,197884,29046
10418,143127045,197884,29046
10419,143127701,197892,42351
10420,143127709,197892,42351
10421,143127730,197892,42351
10422,143128001,205326,29046
10423,143128010,205326,29046
10424,143128222,835913,6694
10425,143129001,197943,6845
10426,143129005,197943,6845
10427,143129025,197943,6845
10428,143129201,197944,6845
10429,143129205,197944,6845
10430,143130001,197890,42351
10431,143130010,197890,42351
10432,143133301,311197,6057
10433,143134601,198013,7258
10434,143134605,198013,7258
10435,143134701,198012,7258
10436,143134705,198012,7258
10437,143134801,198014,7258
10438,143134805,198014,7258
10439,143142501,198146,8640
10440,143144501,312357,8134
10441,143144505,312357,8134
10442,143144510,312357,8134
10443,143145001,312362,8134
10444,143145005,312362,8134
10445,143145010,312362,8134
10446,143145501,198089,8134
10447,143145505,198089,8134
10448,143145510,198089,8134
10449,143145801,198083,8134
10450,143145805,198083,8134
10451,143145810,198083,8134
10452,143147301,198145,8640
10453,143147310,198145,8640
10454,143147501,312617,8640
10455,143147510,312617,8640
10456,143147701,312615,8640
10457,143147705,312615,8640
10458,143147710,312615,8640
10459,143148001,198175,8794
10460,143148010,198175,8794
10461,143148201,198150,8691
10462,143148205,198150,8691
10463,143148401,96304,8691
10464,143148410,96304,8691
10465,143176301,905283,10811
10466,143176310,905283,10811
10467,143176401,905269,10811
10468,143176410,905269,10811
10469,143176501,197838,6058
10470,143176510,197838,6058
10471,143176701,197841,6058
10472,143176901,314055,6058
10473,143176910,314055,6058
10474,143176925,314055,6058
10475,143177101,381056,6058
10476,143177110,381056,6058
10477,143177125,381056,6058
10478,143177201,206842,6058
10479,143177210,206842,6058
10480,143177225,206842,6058
10481,143177301,197839,6058
10482,143177310,197839,6058
10483,143178501,238135,1191
10484,143178501,238135,19860
10485,143178501,238135,1886
10486,143178510,238135,1191
10487,143178510,238135,19860
10488,143178510,238135,1886
10489,143178530,238135,1191
10490,143178530,238135,19860
10491,143178530,238135,1886
10492,143178701,238154,161
10493,143178701,238154,19860
10494,143178701,238154,1886
10495,143178705,238154,161
10496,143178705,238154,19860
10497,143178705,238154,1886
10498,143203701,309309,2551
10499,143211205,1650143,3640
10500,143211250,1650143,3640
10501,143212001,1293504,1886
10502,143212001,1293504,4025
10503,143212522,1116758,2393
10504,143212801,979092,5521
10505,143213101,311197,6057
10506,143223001,317110,6057
10507,143223009,317110,6057
10508,143223010,317110,6057
10509,143223030,317110,6057
10510,143226001,353538,6057
10511,143226003,353538,6057
10512,143226009,353538,6057
10513,143226010,353538,6057
10514,143226030,353538,6057
10515,143226090,353538,6057
10516,143233201,311721,
10517,143242230,198052,26225
10518,143242330,312086,26225
10519,143242407,312084,26225
10520,143300001,993943,161
10521,143300001,993943,19860
10522,143300001,993943,1886
10523,143300001,993943,2670
10524,143301801,1550940,2683
10525,143301810,1550940,2683
10526,143301830,1550940,2683
10527,143310801,198108,8356
10528,143312501,199903,5487
10529,143312505,199903,5487
10530,143312601,991061,3361
10531,143312610,991061,3361
10532,143314150,1649405,3640
10533,143314205,1649988,3640
10534,143314214,1649988,3640
10535,143314225,199026,
10536,143314250,1649988,3640
10537,143318801,311355,42351
10538,143318901,197889,42351
10539,143318910,197889,42351
10540,143319001,197893,42351
10541,143323501,849279,8785
10542,143323505,849279,8785
10543,143336701,1298088,4501
10544,143336705,1298088,4501
10545,143337001,1298091,4501
10546,143337005,1298091,4501
10547,143390901,313762,74667
10548,143391001,313761,74667
10549,143912501,199353,38454
10550,143912601,199351,38454
10551,143912701,199352,38454
10552,143913005,310459,4719
10553,143913060,310459,4719
10554,143924920,562508,723
10555,143924920,562508,48203
10556,143926101,313920,2180
10557,143926110,313920,2180
10558,143926201,1665050,2180
10559,143926225,1665050,2180
10560,143927301,861672,3418
10561,143927310,861672,3418
10562,143928401,283669,40790
10563,143928410,283669,40790
10564,143928501,308194,723
10565,143928520,308194,723
10566,143930001,283669,40790
10567,143930010,283669,40790
10568,143931624,1665507,82122
10569,143931925,1719646,5093
10570,143935501,1807518,11124
10571,143935510,1807518,11124
10572,143935801,313572,11124
10573,143935901,239209,11124
10574,143950101,1719646,5093
10575,143950125,1719646,5093
10576,143950201,204416,5093
10577,143950810,238084,6130
10578,143951001,310248,4179
10579,143951101,310248,4179
10580,143951301,1947301,70561
10581,143951901,1655960,6851
10582,143951910,1655960,6851
10583,143952901,859824,4496
10584,143955201,237788,6313
10585,143955301,1803937,6313
10586,143955401,1803932,6313
10587,143955501,1803930,6313
10588,143956410,1361023,8153
10589,143956825,1665449,2194
10590,143957010,242761,261435
10591,143957410,647121,114477
10592,143957501,1010671,6387
10593,143957510,1010671,6387
10594,143957701,1010033,6387
10595,143957710,1010033,6387
10596,143958005,312938,36437
10597,143958009,312938,36437
10598,143958030,312938,36437
10599,143958105,312941,36437
10600,143958109,312941,36437
10601,143958130,312941,36437
10602,143958209,312940,36437
10603,143958230,312940,36437
10604,143958301,1726324,51499
10605,143958525,238212,1546438
10606,143959401,1737761,6387
10607,143959425,1737761,6387
10608,143959501,1737566,6387
10609,143959525,1737566,6387
10610,143959625,200321,73710
10611,143959721,1100075,1100072
10612,143961901,309594,11248
10613,143961910,309594,11248
10614,143962001,309594,11248
10615,143962010,309594,11248
10616,143962101,309594,11248
10617,143962125,309594,11248
10618,143963710,1099648,40254
10619,143963801,313165,37418
10620,143963805,313165,37418
10621,143964909,200224,88249
10622,143964910,200224,88249
10623,143964930,200224,88249
10624,143965009,242438,88249
10625,143965010,242438,88249
10626,143965030,242438,88249
10627,143965109,311759,88249
10628,143965110,311759,88249
10629,143965130,311759,88249
10630,143965405,312938,36437
10631,143965409,312938,36437
10632,143965430,312938,36437
10633,143965505,312941,36437
10634,143965509,312941,36437
10635,143965530,312941,36437
10636,143965609,312940,36437
10637,143965630,312940,36437
10638,143965901,2047882,10379
10639,143966010,866508,6918
10640,143966901,1721315,4450
10641,143966906,1721315,4450
10642,143967310,647121,114477
10643,143967325,647121,114477
10644,143967901,238212,1546438
10645,143967910,238212,1546438
10646,143968025,238212,1546438
10647,143968125,1731590,1546438
10648,143968201,1731582,1546438
10649,143968225,1731582,1546438
10650,143970001,828248,2878
10651,143970101,1726324,51499
10652,143970801,1791861,52769
10653,143970910,1791859,52769
10654,143971010,1791854,52769
10655,143971301,314077,29046
10656,143971310,314077,29046
10657,143971401,314076,29046
10658,143971410,314076,29046
10659,143971501,311354,29046
10660,143971510,311354,29046
10661,143971701,310410,4511
10662,143971710,310410,4511
10663,143971810,1791842,52769
10664,143972001,1665515,82122
10665,143972024,1665515,82122
10666,143972101,1665507,82122
10667,143972124,1665507,82122
10668,143972201,1665497,82122
10669,143972224,1665497,82122
10670,143972501,312644,8727
10671,143972601,835840,10379
10672,143972805,308869,1894
10673,143972901,885205,1424
10674,143972905,885205,1424
10675,143973801,312615,8640
10676,143973805,312615,8640
10677,143973810,312615,8640
10678,143973901,198145,8640
10679,143973910,198145,8640
10680,143974001,312617,8640
10681,143974010,312617,8640
10682,143974410,1734399,26237
10683,143974505,240912,26237
10684,143974610,857635,10368
10685,143974709,997229,135447
10686,143974730,997229,135447
10687,143974809,997223,135447
10688,143974830,997223,135447
10689,143974901,197446,2101
10690,143974905,197446,2101
10691,143974910,197446,2101
10692,143975001,835809,10379
10693,143976601,105171,2177
10694,143976675,105171,2177
10695,143976701,309048,2177
10696,143976750,309048,2177
10697,143977226,311683,6922
10698,143978410,204508,4457
10699,143978501,1099648,40254
10700,143978510,1099648,40254
10701,143978610,1729205,3829
10702,143978825,1670200,72236
10703,143980305,1649988,3640
10704,143980350,1649988,3640
10705,143980701,351250,321988
10706,143980705,351250,321988
10707,143980801,349332,321988
10708,143980805,349332,321988
10709,143980901,351249,321988
10710,143983001,311625,6851
10711,143983601,834102,7984
10712,143983610,834102,7984
10713,143983701,834061,7984
10714,143983710,834061,7984
10715,143985316,617993,723
10716,143985316,617993,48203
10717,143985324,617993,723
10718,143985324,617993,48203
10719,143985375,617993,723
10720,143985375,617993,48203
10721,143985601,1665046,2193
10722,143985625,1665046,2193
10723,143985701,1665021,2193
10724,143985725,1665021,2193
10725,143985801,1665005,2193
10726,143985825,1665005,2193
10727,143985901,309092,2193
10728,143985925,309092,2193
10729,143986710,1728351,1841
10730,143986822,992858,8745
10731,143986922,992460,8745
10732,143987310,866508,6918
10733,143987325,866508,6918
10734,143987725,1665107,2189
10735,143987825,1665102,2189
10736,143988125,855889,
10737,143988225,855889,
10738,143988601,313850,723
10739,143988650,313850,723
10740,143988675,313850,723
10741,143988701,308189,723
10742,143988750,308189,723
10743,143988775,308189,723
10744,143988801,313797,723
10745,143988815,313797,723
10746,143988880,313797,723
10747,143988901,239191,723
10748,143988915,239191,723
10749,143988980,239191,723
10750,143989001,283504,26225
10751,143989010,283504,26225
10752,143989105,283504,26225
10753,143989125,1740467,26225
10754,143989701,309114,2231
10755,143989705,309114,2231
10756,143989801,309112,2231
10757,143989805,309112,2231
10758,143989991,1721315,4450
10759,143990801,849431,7258
10760,143990805,849431,7258
10761,143991601,849398,7258
10762,143991801,314000,4815
10763,143991901,310536,4815
10764,143991905,310536,4815
10765,143992001,310539,4815
10766,143992005,310539,4815
10767,143992010,310539,4815
10768,143992390,1665052,2180
10769,143992490,1665050,2180
10770,143992701,197511,2551
10771,143992801,309309,2551
10772,143992950,197512,2551
10773,143993003,309068,2186
10774,143993010,309068,2186
10775,143993122,1656313,2186
10776,143993125,1656313,2186
10777,143993322,1656318,2186
10778,143993325,1656318,2186
10779,143993501,309065,2186
10780,143993591,309065,2186
10781,143993801,308182,723
10782,143993805,308182,723
10783,143993901,308191,723
10784,143993905,308191,723
10785,143994701,309049,2177
10786,143994720,309049,2177
10787,143994750,309049,2177
10788,143994850,309047,2177
10789,143995101,308194,723
10790,143995120,308194,723
10791,143995909,308136,17767
10792,143996009,197361,17767
10793,143996109,308135,17767
10794,143996701,282401,28439
10795,143996801,260218,30125
10796,143996830,260218,30125
10797,143996901,205324,30125
10798,143996930,205324,30125
10799,143997722,1665444,2194
10800,143997790,1665444,2194
10801,143997922,1665449,2194
10802,143997990,1665449,2194
10803,143998101,617423,723
10804,143998101,617423,48203
10805,143998150,617423,723
10806,143998150,617423,48203
10807,143998175,617423,723
10808,143998175,617423,48203
10809,143998201,617430,723
10810,143998201,617430,48203
10811,143998250,617430,723
10812,143998250,617430,48203
10813,143998275,617430,723
10814,143998275,617430,48203
10815,143998303,313920,2180
10816,143998391,313920,2180
10817,143998403,310132,3992
10818,143998490,310132,3992
10819,143998501,309045,2176
10820,143998601,197449,2176
10821,143999201,310430,25480
10822,143999301,310431,25480
10823,143999401,310432,25480
10824,144050501,992184,6832
10825,144054451,859871,5093
10826,144062501,1091497,6901
10827,144062601,1091150,6901
10828,144062701,1091225,6901
10829,144063716,995868,5032
10830,144063716,995868,2670
10831,144071501,1047905,153970
10832,144071701,1046770,153970
10833,144110501,1094107,8120
