,control,samp_size,OR,p_value,ci95_lower,ci95_upper
966,t2dControlEmergeIgnoreLab,2000,1.5728155339805825,1.4355193513345334e-06,1.3067478517270843,1.8930574101661255
967,t2dControlEmergeIgnoreLab,2000,1.519047619047619,8.54237473279154e-06,1.2626531882814334,1.827505518023465
968,t2dControlEmergeIgnoreLab,2000,1.6715686274509804,3.782416991365296e-08,1.3903303508233515,2.0096962384685555
969,t2dControlEmergeIgnoreLab,2000,1.6743119266055047,1.2275881065942304e-08,1.4001118776807824,2.002211731977449
970,t2dControlEmergeIgnoreLab,2000,1.6492890995260663,5.418682731864411e-08,1.3749928047096605,1.978304558757224
971,t2dControlEmergeIgnoreLab,2000,1.5244444444444445,3.6691368978634697e-06,1.2743365614425421,1.8236397938444548
972,t2dControlEmergeIgnoreLab,2000,1.6203703703703705,1.3514988283302258e-07,1.3526906069082048,1.9410204549105616
973,t2dControlEmergeIgnoreLab,2000,1.7710280373831775,1.9910775805486349e-10,1.4812349682491954,2.117517055990563
974,t2dControlEmergeIgnoreLab,2000,1.5707964601769913,6.117482016671435e-07,1.3147545681162163,1.876701233173781
975,t2dControlEmergeIgnoreLab,2000,1.6333333333333333,1.841068828681172e-08,1.3749802399429671,1.9402299031500505
976,t2dControlEmergeIgnoreLab,2000,1.8578680203045685,2.0979145878384895e-11,1.5457065760206523,2.2330716802386794
977,t2dControlEmergeIgnoreLab,2000,1.374468085106383,0.0004960976731788472,1.1490720271085209,1.6440766744011863
978,t2dControlEmergeIgnoreLab,2000,1.5327510917030567,2.3350873786075683e-06,1.2832691723361698,1.8307350942125424
979,t2dControlEmergeIgnoreLab,2000,1.7380952380952381,1.4635196330763903e-09,1.4507385019800525,2.0823704978989257
980,t2dControlEmergeIgnoreLab,2000,1.5066666666666666,6.643045188648942e-06,1.25901167580135,1.8030368487246786
981,t2dControlEmergeIgnoreLab,2000,1.935483870967742,2.143091742330953e-12,1.6045342701383651,2.334694798667798
982,t2dControlEmergeIgnoreLab,2000,1.3214285714285714,0.001924301467426173,1.109294360198461,1.5741299442605583
983,t2dControlEmergeIgnoreLab,2000,1.627906976744186,1.033040921460168e-07,1.3586711316446243,1.950494908745551
984,t2dControlEmergeIgnoreLab,2000,1.6883720930232557,8.270594049608193e-09,1.4106733876387583,2.020737294315291
985,t2dControlEmergeIgnoreLab,2000,1.75,1.2951138523369691e-09,1.457569245163149,2.1011008637584196
986,t2dControlEmergeIgnoreLab,2000,1.5866666666666667,3.1138649853358934e-07,1.3279822273180828,1.89574156891793
987,t2dControlEmergeIgnoreLab,2000,1.6350710900473933,1.0689887984027449e-07,1.3627800543607975,1.9617673893552392
988,t2dControlEmergeIgnoreLab,2000,1.6616915422885572,6.458663434672197e-08,1.380183785131208,2.0006167377562907
989,t2dControlEmergeIgnoreLab,2000,1.846938775510204,3.373029335960911e-11,1.5357154275440346,2.2212336864639113
990,t2dControlEmergeIgnoreLab,2000,1.6508620689655173,1.2611112823386903e-08,1.386603733054077,1.9654826435137105
991,t2dControlEmergeIgnoreLab,2000,1.515695067264574,6.186697684748312e-06,1.2658989426352523,1.814782728349351
992,t2dControlEmergeIgnoreLab,2000,1.6748768472906403,3.5902250939602994e-08,1.3926064805156049,2.014361194521818
993,t2dControlEmergeIgnoreLab,2000,1.7373737373737375,3.968569701780135e-09,1.4432187273215853,2.0914830483927034
994,t2dControlEmergeIgnoreLab,2000,1.654867256637168,1.855159585559371e-08,1.3872724463821378,1.9740791682497358
995,t2dControlEmergeIgnoreLab,2000,1.602803738317757,2.964459726643659e-07,1.3365852108956455,1.9220471711219245
996,t2dControlEmergeIgnoreLab,2000,1.7745098039215685,4.73707131125818e-10,1.4785848532946726,2.129661369922214
997,t2dControlEmergeIgnoreLab,2000,1.7163461538461537,4.409479735347612e-09,1.4309592381205456,2.0586499191211223
998,t2dControlEmergeIgnoreLab,2000,1.5695652173913044,4.736156543672483e-07,1.3154870678885122,1.87271698200639
999,t2dControlEmergeIgnoreLab,2000,1.4585152838427948,3.371349443976521e-05,1.2192119397728545,1.7447883865042773
1000,t2dControlEmergeIgnoreLab,10000,1.7212475633528266,9.77029081068141e-40,1.5860892460957405,1.8679233729381237
1001,t2dControlEmergeIgnoreLab,10000,1.6738721804511278,1.351575785616453e-36,1.543876678106393,1.814813395539311
1002,t2dControlEmergeIgnoreLab,10000,1.5860420650095601,1.2654018935546478e-28,1.4608883058471727,1.7219177002864872
1003,t2dControlEmergeIgnoreLab,10000,1.665703275529865,3.3388848472649037e-35,1.5348758544806704,1.8076819659461694
1004,t2dControlEmergeIgnoreLab,10000,1.7087753134040502,6.021730090892751e-39,1.575050488613604,1.8538536337773432
1005,t2dControlEmergeIgnoreLab,10000,1.7263875365141188,3.131185963276404e-40,1.5909446610150604,1.8733611540766724
1006,t2dControlEmergeIgnoreLab,10000,1.7047434656340754,1.5696343965247757e-38,1.5710656137407968,1.8497956152845596
1007,t2dControlEmergeIgnoreLab,10000,1.4893428063943162,1.586080020140615e-22,1.3742321612593782,1.6140955345752792
1008,t2dControlEmergeIgnoreLab,10000,1.61651376146789,2.7370477706072775e-32,1.4915539839270584,1.751942450071491
1009,t2dControlEmergeIgnoreLab,10000,1.6009259259259259,1.0164085965703277e-30,1.4764916436702504,1.7358471558503297
1010,t2dControlEmergeIgnoreLab,10000,1.6760828625235404,9.680270486033169e-37,1.5458391057986383,1.817300229698708
1011,t2dControlEmergeIgnoreLab,10000,1.7628765792031098,1.1328992851236893e-43,1.6251313919485884,1.9122969680479631
1012,t2dControlEmergeIgnoreLab,10000,1.6012891344383058,6.977492507273296e-31,1.477122951791976,1.735892661446704
1013,t2dControlEmergeIgnoreLab,10000,1.6330275229357798,1.0474578114414593e-33,1.5069978419071033,1.7695970203188647
1014,t2dControlEmergeIgnoreLab,10000,1.6894293732460244,3.498630755033087e-38,1.5586770408343547,1.8311500922979094
1015,t2dControlEmergeIgnoreLab,10000,1.669776119402985,1.6212880310045286e-36,1.540459227648049,1.8099487729937538
1016,t2dControlEmergeIgnoreLab,10000,1.6499032882011606,9.988063493929737e-34,1.5199061524885649,1.791019041511172
1017,t2dControlEmergeIgnoreLab,10000,1.6832535885167463,6.221560571176984e-37,1.5516435422783033,1.8260267684253435
1018,t2dControlEmergeIgnoreLab,10000,1.6213953488372093,2.627419492342618e-32,1.4953820818145094,1.7580275363745024
1019,t2dControlEmergeIgnoreLab,10000,1.6891891891891893,3.8582150228561216e-37,1.5567029795054583,1.8329508932912177
1020,t2dControlEmergeIgnoreLab,10000,1.651207729468599,8.359716308611538e-34,1.521177733566254,1.792352665763031
1021,t2dControlEmergeIgnoreLab,10000,1.579751671442216,3.707552760095037e-28,1.4550633786613398,1.715124839249578
1022,t2dControlEmergeIgnoreLab,10000,1.5659875996457042,9.247213182073787e-29,1.4460995869082014,1.6958148556609667
1023,t2dControlEmergeIgnoreLab,10000,1.5738585496866606,3.1033813340025555e-29,1.452922608200546,1.7048607547580392
1024,t2dControlEmergeIgnoreLab,10000,1.6317757009345795,4.540585515348152e-33,1.5048356604733344,1.7694237371561252
1025,t2dControlEmergeIgnoreLab,10000,1.558453237410072,8.011188673027324e-28,1.4382791433559288,1.6886683676208238
1026,t2dControlEmergeIgnoreLab,10000,1.5601769911504424,2.632048527560143e-28,1.4407053278135924,1.6895559395267192
1027,t2dControlEmergeIgnoreLab,10000,1.5694945848375452,1.110924939048547e-28,1.448425558130727,1.7006833647794948
1028,t2dControlEmergeIgnoreLab,10000,1.6579439252336448,2.2107297545535036e-35,1.5292964694732523,1.7974134604298988
1029,t2dControlEmergeIgnoreLab,10000,1.569090909090909,1.8207450339162622e-28,1.447676205984044,1.7006885039725992
1030,t2dControlEmergeIgnoreLab,10000,1.7468599033816425,1.91729248943828e-42,1.6105109228900616,1.8947524531945203
1031,t2dControlEmergeIgnoreLab,10000,1.5846994535519126,9.467267706641676e-30,1.4621818345826534,1.7174829413774806
1032,t2dControlEmergeIgnoreLab,10000,1.6614535418583256,3.4800180716686927e-36,1.533433966987058,1.800160901077051
1033,t2dControlEmergeIgnoreLab,10000,1.6981852913085005,2.6915484066414026e-38,1.5657000011426883,1.8418811276182192
1034,t2dControlEmergeIgnoreLab,10000,1.6445060018467221,1.603177421650486e-34,1.5173868863190425,1.7822745237177888
